code,div_l,div_m,div_s,div_n,name,former_labels,labels
50038,음료,과채음료,과일음료,과일음료,코카미닛제주감귤1.5L,3200,307
50041,음료,차음료,일반차음료,일반차음료,코카콜라)미닛메이드망고1.5L,3203,308
50043,음료,과채음료,과일음료,과일음료,코카콜라)미닛메이드포도1.2L,3205,309
50044,음료,과채음료,과일음료,과일음료,광동힘찬하루헛개차1.5L,3206,310
50046,음료,과채음료,과일음료,과일음료,써니텐파인애플향1.5L,3208,311
50049,음료,탄산음료,혼합탄산,혼합탄산,해태썬키스트레몬에이드1.5L,3211,312
50050,음료,과채음료,과일음료,과일음료,코카콜라)파워에이드1.5L,3212,313
50054,음료,기능성음료,스포츠음료,스포츠음료,롯데아이시스산림수500ML,3216,314
50058,음료,과채음료,과일음료,과일음료,해태아침에사과한개1.5L,3218,315
50059,음료,과채음료,과일음료,과일음료,롯데)롯데스카시플러스오렌지1.5L,3219,316
50069,음료,과채음료,채소음료,채소음료,웰바질시드드링크망고290ML,3229,317
50070,음료,과채음료,과채혼합음료,과채혼합음료,CJ인삼한뿌리120ML,3230,318
50071,음료,기능성음료,한방음료,한방음료,팔도)비락바나나식혜238ML,3231,319
50178,음료,차음료,전통차음료,전통차음료,웅진)아침햇살1.5L,3314,320
50182,음료,냉장음료,냉장곡물견과음료,냉장곡물견과음료,롯데델몬트포도드링크4입190ml,3318,321
50195,음료,커피음료,커피음료,커피음료,매일썬업저과즙청사과엘더플라워레몬,3328,322
50205,음료,과채음료,과일음료,과일음료,광동다복쌍화150ML,3335,323
55185,음료,커피음료,커피음료,커피음료,동원청미채20가지과일채소그린,3460,324
55190,음료,우유,가공우유,가공우유,매일아몬드브리즈오리지널,3465,325
55202,음료,우유,기능성우유,기능성우유,남양채움포도,3476,326
55207,음료,과채음료,과채혼합음료,과채혼합음료,매일아몬드브리즈언스위트(무당),3478,327
55406,음료,액상조미료,음용식초,음용식초,롯데핑크퐁키즈홍삼포도야채_10개본,3539,328
55407,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼배도라지_10개본,3540,329
55408,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼파인애플케일_10개본,3541,330
55409,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼사과당근_10개본,3542,331
55411,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼배도라지,3544,332
55412,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼파인애플케일,3545,333
55413,음료,과일음료,어린이음료,어린이음료,롯데핑크퐁키즈홍삼사과당근,3546,334
55468,음료,차음료,전통차음료,전통차음료,서울에프앤비이롬데일리아몬드,3568,335
55509,음료,차음료,일반차음료,일반차음료,지셀홀딩스차파이자몽자스민차,3576,336
55623,음료,차음료,일반차음료,일반차음료,롯데칠성음료미니펩시6캔,3585,337
55685,음료,탄산음료,콜라,콜라,델몬트망고드링크(4개),3615,338
55709,음료,과채음료,과일음료,과일음료,일화초정탄산라임,3629,339
55710,음료,탄산수,플레인탄산수,플레인탄산수,젠니혼주류치어스다이긴죠,3630,340
55741,음료,차음료,일반,일반,동서식품)맥스웰하우스콜롬비아나마스터스위트블랙,3647,341
55742,음료,커피음료,커피음료,커피음료,남양)프렌치카페로스터리킬링샷아메리카노,3648,342
55746,음료,커피음료,커피음료,커피음료,에이치케이이노엔)컨디션헛개수이엑스,3652,343
55749,음료,커피음료,커피음료,커피음료,이마트)일리커피,3655,344
55753,음료,커피음료,커피음료,커피음료,동서식품)스타벅스시그니처초콜렛,3659,345
55807,음료,커피음료,커피음료,커피음료,건강마을)뽀로로홍삼쏙쏙오렌지,3688,346
55808,음료,과채음료,어린이음료,어린이음료,자임에프앤비)홍삼을넣은NFC배도라지주스,3689,347
55809,음료,과채음료,어린이음료,어린이음료,자임에프앤비)과채주스안녕자두야NFC포도주스,3690,348
55836,음료,과채음료,과일음료,어린이음료,예은상사)퀵블라스트체리향(소화기모양),3715,349
55898,음료,과채음료,과일음료,어린이음료,낫띵베럴)이너주스푸룬120ML,3741,350
55901,음료,기능성음료,기타기능성음료,기타기능성음료,씨제이제일제당)쁘띠첼워터젤리자몽130ML,3744,351
55902,음료,과채음료,과일음료,과일음료,씨제이올리브영)그대로착즙한석류100ML,3745,352
55929,음료,과채음료,과일음료,과일음료,대웅생명과학)글램디4킬로칼로리곤약워터젤리자두맛,3751,353
56102,음료,기능성음료,기타기능성음료,기타기능성음료,롯데쇼핑)물한방울넣지않은사과착즙주스,3812,354
60001,음료,과채음료,과일음료,과일음료,롯데칠성사이다로어슈거250ml,3814,355
60002,음료,탄산음료,사이다,사이다,코카스프라이트알루미늄보틀250ML,3815,356
60010,음료,탄산음료,콜라,콜라,롯데속까지부드러운꿀배(캔)240ML,3818,357
60011,음료,과채음료,과일음료,과일음료,롯데사각사각수박(캔)340ML,3819,358
60012,음료,과채음료,과일음료,과일음료,빅토리아(레몬)350ML,3820,359
60013,음료,탄산수,Flavor탄산수,Flavor탄산수,오케이에프빅토리아플레인350ML,3821,360
60016,음료,탄산음료,혼합탄산,혼합탄산,롯데칠성요랄라요구르트스파클링(캔)340ML,3824,361
60018,음료,탄산음료,혼합탄산,혼합탄산,빅토리아자몽350ml,3826,362
60020,음료,탄산음료,혼합탄산,혼합탄산,롯데)유어스도라지꿀배340ML,3827,363
60031,음료,탄산음료,혼합탄산,혼합탄산,광동)비타500스파클링(캔),3828,364
60032,음료,기능성음료,비타민/에너지음료,비타민/에너지음료,일화초정공장벡셀에너지드링크지파크250ML,3829,365
60036,음료,과채음료,과일음료,과일음료,롯데델몬트망고240ML,3833,366
60043,음료,기능성음료,비타민/에너지음료,비타민/에너지음료,롯데)펩시콜라160ML,3840,367
60044,음료,탄산음료,콜라,콜라,심플러스)바른샘물500ML,3841,368
60045,음료,생수,일반생수,일반생수,웅진누룽지500ML,3842,369
60046,음료,차음료,일반차음료,일반차음료,웅진광명찾은결명자차500ML,3843,370
60050,음료,생수,일반생수,일반생수,복숭아녹차340ML,3847,371
60051,음료,차음료,일반차음료,일반차음료,세븐일레븐)깊은산속옹달샘물,3848,372
60053,음료,탄산음료,혼합탄산,혼합탄산,동서제티초코175ML,3850,373
60054,음료,우유,가공우유,가공우유,웅진)홍삼꿀d100ml,3851,374
60056,음료,차음료,전통차음료,전통차음료,롯데델몬트프리미엄포도100180ML,3853,375
60057,음료,과채음료,과일음료,과일음료,롯데)칸타타콘트라베이스블랙400ML,3854,376
60058,음료,커피음료,커피음료,커피음료,일화)맥콜1.25l,3855,377
60067,음료,과채음료,과일음료,과일음료,코카)미닛메이드식이섬유사과_크랜베리1.2L,3864,378
60069,음료,탄산음료,콜라,콜라,코카콜라)미닛메이드벚꽃_사과1.2L,3866,379
60073,음료,과채음료,과일음료,과일음료,코카미닛메이드홈스타일오렌지1.2L,3870,380
60081,음료,과채음료,과일음료,과일음료,남양천연수2L,3878,381
60082,음료,생수,일반생수,일반생수,초L)샘물2L,3879,382
60083,음료,생수,일반생수,일반생수,동아오츠카)마신다2L,3880,383
60096,음료,생수,일반생수,일반생수,보해양조)스파클링사과톡,3885,384
60193,음료,기능성음료,숙취해소음료,숙취해소음료,웅진빅토리아파인애플500ml,3953,385
60201,음료,과채음료,과일음료,과일음료,동원쿨피스파인애플,3960,386
60207,음료,과채음료,과채혼합음료,과채혼합음료,오프룻딸기_알로에,3965,387
65068,음료,우유,가공우유,가공우유,남양아이꼬야이온케어120ML,4053,388
65069,음료,과채음료,어린이음료,어린이음료,남양아이꼬야유기농베이비주스사과포도120ML,4054,389
65070,음료,과채음료,어린이음료,어린이음료,남양아이꼬야유기농베이비주스사과배120ML,4055,390
65071,음료,과채음료,어린이음료,어린이음료,남양아이꼬야한뼘더큰아기랑콩이랑2단계120ML,4056,391
65072,음료,과채음료,어린이음료,어린이음료,남양아이꼬야유기농베이비주스푸룬120ML,4057,392
65134,음료,과채음료,어린이음료,어린이음료,매일썬업100_사과,4106,393
65349,음료,과채음료,과채혼합음료,과채혼합음료,영남코프레이션레이지레몬주스(노란통),4205,394
65352,음료,과채음료,원액,원액,영남코프레이션레이지라임주스(초록통),4206,395
65439,음료,탄산음료,콜라,콜라,롯데온리프라이스아메리카노스위트,4251,396
65700,음료,과채음료,어린이음료,어린이음료,글로벌심층수)딥스그린,4349,397
65711,음료,생수,일반생수,일반생수,롯데칠성음료)에비앙천연광천수,4358,398
65809,음료,기능성음료,숙취해소음료,숙취해소음료,주식회사그래미)여명1004(140ML2개입),4433,399
65971,음료,과채음료,과채혼합음료,과채혼합음료,웰팜)호재준ABC주스(사과당근비트)100ML,4513,400
65972,음료,과채음료,과채혼합음료,과채혼합음료,낫띵베럴)드링킷유기농호박즙100ML,4514,401
66004,음료,기능성음료,기타기능성음료,기타기능성음료,테일러팜스)테일러푸룬주스180ML,4530,402
66009,음료,기능성음료,기타기능성음료,기타기능성음료,씨제이제일제당)미초상쾌한푸룬,4534,403
66012,음료,차음료,일반차음료,일반차음료,프레시코)아임얼라이브유기농콤부차프리바이오틱스석류315ML,4536,404
66045,음료,차음료,일반차음료,일반차음료,골든라이프텍)곡물가게궁자연주의건강함리얼팥차,4558,405
66171,음료,과채음료,어린이음료,어린이음료,프레쉬벨)파파주스배수세미,4623,406
66300,음료,기능성음료,기타기능성음료,기타기능성음료,매일상하목장유기농주스사과오렌지케일125ml,4639,407
66343,음료,과채음료,과일음료,과일음료,함소아제약삐뽀삐뽀매실담은유자100ML,4673,408
66344,음료,과채음료,어린이음료,어린이음료,함소아제약삐뽀삐뽀딸기담은바나나100ML,4674,409
70002,음료,커피음료,커피음료,커피음료,롯데트로피카나스파클링복숭아355ML,4704,410
70024,음료,커피음료,커피음료,커피음료,유어스)RYAN애플스무디190ML,4705,411
70034,음료,탄산음료,혼합탄산,혼합탄산,가야토마토농장500ML,4707,412
70037,음료,커피음료,커피음료,커피음료,랭거스오렌지449ML,4710,413
70040,음료,탄산수,플레인탄산수,플레인탄산수,동아포카리스웨트620ML,4711,414
70046,음료,차음료,일반차음료,일반차음료,코카환타파인애플600ML,4716,415
70050,음료,탄산음료,사이다,사이다,탄산이톡톡스파클링워터(레몬)350ML,4720,416
70051,음료,탄산수,Flavor탄산수,Flavor탄산수,광동야관문야왕500ML,4721,417
70061,음료,탄산음료,사이다,사이다,코카스프라이트355ML,4729,418
70063,음료,탄산음료,사이다,사이다,이로하스화이트피치555ML,4731,419
70065,음료,탄산수,Flavor탄산수,Flavor탄산수,롯데델몬트콜드수박주스1L,4733,420
70066,음료,과채음료,과일음료,과일음료,롯데델몬트콜드포도과즙100_1L,4734,421
70067,음료,과채음료,과일음료,과일음료,푸드웰레몬비타1000_150ML,4735,422
70070,음료,과채음료,과일음료,과일음료,립톤파우치230ML,4738,423
70071,음료,차음료,일반차음료,일반차음료,롯데)허니페어아이스꿀배230ML,4739,424
70072,음료,과채음료,과일음료,과일음료,롯데칸타타아이스헤이즐넛향230ML,4740,425
70073,음료,커피음료,커피음료,커피음료,롯데칸타타카라멜마키아또230ML,4741,426
70074,음료,커피음료,커피음료,커피음료,해태)선키스트리얼에이드자몽1.5L,4742,427
70075,음료,과채음료,과일음료,과일음료,롯데트로피카나스파클링포도1.5L,4743,428
70077,음료,기능성음료,스포츠음료,스포츠음료,랭거스크랜베리1.89L,4745,429
70078,음료,과채음료,과일음료,과일음료,일화)맥콜1.5L,4746,430
70100,음료,과채음료,과일음료,과일음료,오케이에프)골드키위500ML,4761,431
70101,음료,과채음료,과일음료,과일음료,오케이에프)아쿠아이온밸런스500ML,4762,432
70204,음료,기능성음료,기타기능성음료,기타기능성음료,롯데델몬트사과드링크4입190ml,4822,433
70212,음료,과채음료,과채혼합음료,과채혼합음료,파스퇴르야채농장ABC,4830,434
70213,음료,과채음료,과채혼합음료,과채혼합음료,매일썬업저과즙콜라겐플랜,4831,435
70219,음료,과채음료,어린이음료,어린이음료,한국야구르트뽀짝뽀짝포도사과,4836,436
75023,음료,탄산수,Flavor탄산수,Flavor탄산수,일화초정공장)초정탄산레몬_500ml,4874,437
75025,음료,탄산음료,사이다,사이다,아쿠아리어스)골드메달애플주스,4876,438
75032,음료,과채음료,과일음료,과일음료,이마트파리콜라제로330ML,4879,439
75041,음료,탄산음료,콜라,콜라,글로벌심층수해양심층수딥스그린500ML,4885,440
80001,음료,생수,일반생수,일반생수,롯데)델몬트콜드수박주스250ML,4920,441
80003,음료,과채음료,과채혼합음료,과채혼합음료,롯데트로피카나퓨어주스사과190ML,4922,442
80004,음료,과채음료,과일음료,과일음료,롯데트로피카나퓨어주스오렌지100_190ML,4923,443
80005,음료,과채음료,과일음료,과일음료,롯데)델몬트자연맞춤그린오렌지200ML,4924,444
80006,음료,과채음료,과일음료,과일음료,롯데)델몬트본네이처망고200ML,4925,445
80007,음료,과채음료,과일음료,과일음료,롯데푸드)오가닉유기농레드비트_배_토마토125ML,4926,446
80009,음료,과채음료,과채혼합음료,과채혼합음료,델몬트본네이처사과200M,4928,447
80018,음료,탄산음료,혼합탄산,혼합탄산,롯데밀키스340ML,4936,448
80019,음료,탄산음료,혼합탄산,혼합탄산,롯데)코코리치포도340ML,4937,449
80020,음료,과채음료,과일음료,과일음료,썬키스트샤인온더비치340ML,4938,450
80022,음료,과채음료,과일음료,과일음료,서울아침에주스자몽210ML,4940,451
80023,음료,과채음료,과일음료,과일음료,빙그레따옴천혜향한라봉청귤235ML,4941,452
80025,음료,탄산음료,혼합탄산,혼합탄산,해태썬키스트딸기바나나220ML,4943,453
80029,음료,탄산수,플렝니탄산수,플렝니탄산수,롯데핑크퐁포도사과235ML,4947,454
80032,음료,과채음료,과일음료,과일음료,랭거스사과449ML,4950,455
80033,음료,과채음료,과일음료,과일음료,남양천연수500ml,4951,456
80034,음료,생수,일반생수,일반생수,롯데제주사랑감귤500ML,4952,457
80035,음료,과채음료,과일음료,과일음료,해태)태양의식후비법W차500ML,4953,458
80036,음료,차음료,일반차음료,일반차음료,빅토리아(플레인)500ML,4954,459
80037,음료,탄산수,플레인탄산수,플레인탄산수,웅진초록매실500ML,4955,460
80038,음료,과채음료,과일음료,과일음료,롯데이프로부족할때복숭아500ML,4956,461
80039,음료,기능성음료,스포츠음료,스포츠음료,롯데트레비자몽(PET)500ML,4957,462
80040,음료,탄산수,Flavor탄산수,Flavor탄산수,롯데트레비라임(PET)500ML,4958,463
80042,음료,차음료,일반차음료,일반차음료,롯데GS보리차,4960,464
80044,음료,차음료,일반차음료,일반차음료,롯데밀키스핑크소다500ML,4962,465
80046,음료,탄산음료,혼합탄산,혼합탄산,롯데게토레이600ML,4964,466
80047,음료,기능성음료,스포츠음료,스포츠음료,롯데아이시스8.01L,4965,467
80048,음료,생수,일반생수,일반생수,롯데레쓰비마일드카페900ml,4966,468
80049,음료,커피음료,커피음료,커피음료,롯데)미녀는석류를좋아해1.0L,4967,469
80050,음료,과채음료,과일음료,과일음료,웅진가야농장파인애플1L,4968,470
80052,음료,과채음료,과일음료,과일음료,지에스리테일썬키스트후레시포도1L,4970,471
80056,음료,과채음료,과일음료,과일음료,롯데)델몬트듬뿍복숭아1.0L,4974,472
80061,음료,차음료,일반차음료,일반차음료,롯데델몬트포도100_1.5L,4978,473
80063,음료,과채음료,과일음료,과일음료,웅진자연은요거상큼복숭아1.5L,4980,474
80065,음료,과채음료,과일음료,과일음료,광동탐라는제주감귤1.5L,4982,475
80068,음료,과채음료,과일음료,과일음료,광동옥수수수염차1.5L,4985,476
80069,음료,차음료,일반차음료,일반차음료,웅진자연은제주감귤1.5L,4986,477
80164,음료,탄산음료,콜라,콜라,해태)갈아만든배1.5L,5045,478
80168,음료,과채음료,과일음료,과일음료,코카스프라이트1.5L,5047,479
80190,음료,과채음료,과일음료,과일음료,빙그레아카펠라바닐라라떼,5064,480
90003,음료,과채음료,과일음료,과일음료,롯데)쌕쌕오렌지238ML,5141,481
90004,음료,과채음료,과일음료,과일음료,코카)환타레몬355ML,5142,482
90009,음료,커피음료,커피음료,커피음료,동아오츠카오란씨오렌지250ML,5147,483
90010,음료,탄산음료,혼합탄산,혼합탄산,코카파워에이드MB355ML(PET),5148,484
90012,음료,탄산음료,혼합탄산,혼합탄산,코카환타오렌지600ML,5150,485
90015,음료,기능성음료,스포츠음료,스포츠음료,코카조지아고티카콜드브루스위트아메리카노265ML,5153,486
90016,음료,커피음료,커피음료,커피음료,롯데자몽워터500ML,5154,487
90018,음료,탄산수,Flavor탄산수,Flavor탄산수,웅진코코몽유기농하늘보리200ML,5156,488
90019,음료,차음료,전통차음료,전통차음료,롯데칸타타땅콩크림라떼275ML,5157,489
90020,음료,커피음료,커피음료,커피음료,동아데미소다애플250ML,5158,490
90021,음료,탄산음료,혼합탄산,혼합탄산,칸타타콜드브루라떼275ML,5159,491
90023,음료,과채음료,과일음료,과일음료,동아오로나민C120ML,5161,492
90024,음료,기능성음료,비타민/에너지음료,비타민/에너지음료,롯데칠성립톤밀크티240ML,5162,493
90030,음료,과채음료,과일음료,과일음료,동서)오션스프레이루비레드340ML,5168,494
90031,음료,과채음료,과일음료,과일음료,롯데)데일리C레몬1000C_(병)140ML,5169,495
90042,음료,생수,일반생수,일반생수,롯데칸타타아이스블랙커피230ML(파),5180,496
90043,음료,커피음료,커피음료,커피음료,롯데칸타타아이스마키아토190ML,5181,497
90046,음료,커피음료,커피음료,커피음료,롯데곤약젤리망고비타400D_,5184,498
90057,음료,커피음료,커피음료,커피음료,일화탑씨포도향1.5L,5195,499
90058,음료,탄산음료,혼합탄산,혼합탄산,롯데)2_부족할때아쿠아PET1.5L,5196,500
90064,음료,기능성음료,스포츠음료,스포츠음료,파스퇴르)발렌시아오렌지1L,5200,501
90065,음료,과채음료,과일음료,과일음료,롯데델몬트콜드오렌지과즙100_,5201,502
90098,음료,과채음료,과일음료,과일음료,카페모어복숭아아이스티(파우치)230ML,5230,503
90099,음료,과채음료,과일음료,과일음료,바이오포트코리아블루레몬에이드(파우치)340ML,5231,504
90100,음료,과채음료,과일음료,과일음료,카페모어블루캔디소다맛(파우치)230ML,5232,505
90106,음료,과채음료,과일음료,과일음료,팔도)귀여운내친구뽀로로(블루베리)235ML,5238,506
90108,음료,과채음료,어린이음료,어린이음료,팔도)귀여운내친구뽀로로(바나나)235ML,5240,507
90109,음료,과채음료,어린이음료,어린이음료,팔도)귀여운내친구뽀로로(딸기)235ML,5241,508
90110,음료,과채음료,어린이음료,어린이음료,뽀로로샘물250ML,5242,509
90111,음료,생수,일반생수,어린이음료,웅진초록매실180ML,5243,510
90113,음료,차음료,전통차음료,전통차음료,팔도비락식혜238ML,5245,511
90115,음료,커피음료,커피음료,커피음료,동서맥심TOP스위트아메리카노275ML,5247,512
90117,음료,커피음료,커피음료,커피음료,롯데핫식스더킹스톰,5249,513
90119,음료,탄산음료,사이다,사이다,레쓰비솔트커피타이완240ML,5251,514
90120,음료,커피음료,커피음료,커피음료,롯데마운틴듀330ML,5252,515
90216,음료,탄산음료,혼합탄산,혼합탄산,동원양반배식혜500ml,5311,516
90228,음료,커피음료,커피음료,커피음료,동원블랙슈가밀크티,5322,517
90232,음료,과채음료,과일음료,과일음료,서울우유아침에주스오렌지,5326,518
A10022,음료,기능성음료,한방음료,한방음료,서정쿠킹)느린식혜,5350,519
A10023,음료,차음료,전통차음료,전통차음료,서정쿠킹)느린수정과,5351,520
A30028,음료,차음료,전통차음료,전통차음료,웅진식품웅진내사랑알로에,5393,521
A40036,음료,기능성음료,기타기능성음료,기타기능성음료,(주)두리두리퀘이커마시는오트밀오트_그레인,5443,522
10054,주류,기타주류,칵테일,칵테일,순하리소다톡바나나355ML,50,0
10057,주류,맥주,수입맥주,수입맥주,롯데)밀러(캔)473ML,53,1
10058,주류,맥주,국내맥주,국내맥주,카스라이트(캔)500ML,54,2
10059,주류,소주,증류식소주,증류식소주,한라산오리지널(병)360ML,55,3
10115,주류,소주,증류식소주,증류식소주,처음처럼포켓200ML,105,4
10116,주류,소주,증류식소주,증류식소주,진로참이슬포켓200ML,106,5
10212,주류,맥주,국내맥주,국내맥주,(신)카프리330ML(병),174,6
10223,주류,맥주,국내맥주,국내맥주,하이트스타우트피쳐1.6L,175,7
10230,주류,소주,증류식소주,증류식소주,좋은데이오리지널360ML(병),180,8
10238,주류,소주,증류식소주,증류식소주,진로골드360ML,183,9
10239,주류,소주,증류식소주,증류식소주,참이슬후레쉬(병)360ML,184,10
10307,주류,전통주,막걸리,막걸리,포천)포천쌀막걸리,211,11
10309,주류,맥주,수입맥주,수입맥주,마이비어빅웨이브골든에일,212,12
10310,주류,와인,레드와인,레드와인,신세계스텅브루저먼레드,213,13
10311,주류,맥주,수입맥주,수입맥주,인더비어데슈츠프레쉬헤이즈,214,14
10312,주류,전통주,청주,청주,경주법주)경주법주,215,15
10313,주류,소주,증류식소주,증류식소주,제주소주푸른밤20지픈맛,216,16
10314,주류,전통주,청주,청주,문배주양조원문배술,217,17
10315,주류,소주,증류식소주,증류식소주,제주소주푸른밤,218,18
15106,주류,맥주,수입맥주,수입맥주,비어벨트브라우펄펄스500ML,312,19
15107,주류,맥주,수입맥주,수입맥주,오칼라한트레이딩베어비어위트500ML,313,20
15108,주류,전통주,과실주,과실주,백운복분자와인300ML,314,21
15223,주류,맥주,수입맥주,수입맥주,크루저라즈베리향(병),382,22
15224,주류,맥주,수입맥주,수입맥주,페로니나스트라즈로(병),383,23
15225,주류,맥주,수입맥주,수입맥주,크루저블루베리향(병),384,24
15226,주류,맥주,무알콜맥주,무알콜맥주,에딩거프라이(무알콜)(병),385,25
15227,주류,와인,스파클링와인,스파클링와인,다다(병),386,26
15228,주류,맥주,무알콜맥주,무알콜맥주,크롬바커필스알코올프라이(무알콜)(병),387,27
15229,주류,맥주,수입맥주,수입맥주,사이공스페셜(병),388,28
15241,주류,맥주,수입맥주,수입맥주,벨코포포빅키코젤다크(캔),391,29
15242,주류,맥주,수입맥주,수입맥주,에딩거둔켈캔맥주(캔),392,30
15243,주류,맥주,수입맥주,수입맥주,에스트렐라담바르셀로나(캔)_500ml,393,31
15244,주류,맥주,수입맥주,수입맥주,스텔라아르투아(캔)_500ml,394,32
15245,주류,맥주,수입맥주,수입맥주,페로니나스트라즈로(캔)_500ml,395,33
15246,주류,맥주,수입맥주,수입맥주,하이네켄다크비어(캔),396,34
15247,주류,맥주,수입맥주,수입맥주,아크페일에일(캔),397,35
15248,주류,맥주,수입맥주,수입맥주,호랄프리미엄필스너라거(캔),398,36
15249,주류,맥주,수입맥주,수입맥주,롱보드아일랜드라거(캔),399,37
15250,주류,맥주,무알콜맥주,무알콜맥주,클라우스탈러(병),400,38
15251,주류,맥주,수입맥주,수입맥주,바바바맥주(캔),401,39
15252,주류,맥주,수입맥주,수입맥주,스텔라아르투아(캔)_330ml,402,40
15253,주류,맥주,무알콜맥주,무알콜맥주,야콥스클라우스탈러330ML,403,41
15634,주류,맥주,수입맥주,수입맥주,인덜지버니니스프리처스트로베리500ML,526,42
15635,주류,맥주,국내맥주,국내맥주,플래티넘크래프트맥주골목대장500ML,527,43
15636,주류,전통주,막걸리,막걸리,서울생주조서울생막걸리750ML,528,44
15637,주류,전통주,막걸리,막걸리,배혜정도가화성생막걸리750ML,529,45
15638,주류,전통주,청주,청주,배상면주가심술6750ML,530,46
15639,주류,전통주,막걸리,막걸리,배혜정도가생옥수수동동주750ML,531,47
15640,주류,전통주,막걸리,막걸리,지평주조지평이랑이랑스파클링막걸리750ML,532,48
15641,주류,맥주,수입맥주,수입맥주,신세계엘앤비더킹덤오브벨지움엑스포트1L,533,49
15673,주류,맥주,수입맥주,수입맥주,브루워리윌리안벨지안바이제500ML,559,50
15674,주류,맥주,수입맥주,수입맥주,브루워리윌리안벨지안에일500ML,560,51
15675,주류,맥주,수입맥주,수입맥주,신세계엘앤비발리하이로맨틱나이트라거500ML,561,52
15676,주류,맥주,수입맥주,수입맥주,하이트진로싱하490ML,562,53
15677,주류,맥주,수입맥주,수입맥주,에이이브랜드코리아필스너우르켈500ML,563,54
15712,주류,전통주,청주,청주,국순당예담차례주700ML,577,55
20048,주류,소주,증류식소주,증류식소주,롯데처음처럼PET400ML,777,56
20049,주류,소주,증류식소주,증류식소주,참이슬후레쉬(PET)400ML,778,57
20050,주류,전통주,과실주,과실주,롯데설중매소다톡330ML,779,58
20051,주류,기타주류,칵테일,칵테일,(신)롯데처음처럼순하리복숭아360ML,780,59
20052,주류,전통주,과실주,과실주,(신)보해매취순(병)375ML,781,60
20053,주류,소주,증류식소주,증류식소주,(신)롯데처음처럼순한360ML,782,61
20054,주류,소주,증류식소주,증류식소주,한라산오리지널(PET)400ML,783,62
20055,주류,전통주,과실주,과실주,롯데설중매골드360ML,784,63
20056,주류,기타주류,칵테일,칵테일,롯데칠성순하리유자360ML,785,64
20059,주류,기타주류,칵테일,칵테일,롯데순하리소다톡355ML,788,65
20060,주류,맥주,국내맥주,국내맥주,맥스올몰트비어355ML,789,66
20062,주류,맥주,국내맥주,국내맥주,테라(병)500ML,791,67
20063,주류,맥주,국내맥주,국내맥주,롯데)피츠(병)640ML,792,68
20064,주류,맥주,국내맥주,국내맥주,맥스올몰트비어(병)500ML,793,69
20065,주류,기타주류,칵테일,칵테일,보해복받은부라더360ML,794,70
20066,주류,소주,증류식소주,증류식소주,하이트)참나무통맑은이슬(병)300ML,795,71
20067,주류,소주,증류식소주,증류식소주,충북맑은바람360ML,796,72
20068,주류,소주,증류식소주,증류식소주,한라산순한17(병)360ML,797,73
20069,주류,맥주,국내맥주,국내맥주,하이트엑스트라콜드500ML,798,74
20070,주류,맥주,국내맥주,국내맥주,롯데클라우드클래식500ML,799,75
20071,주류,맥주,국내맥주,국내맥주,카스후레쉬640ML(PET),800,76
20072,주류,맥주,국내맥주,국내맥주,테라(병)640ML,801,77
20086,주류,맥주,국내맥주,국내맥주,하이트엑스트라콜드(병)640ML,803,78
20087,주류,맥주,국내맥주,국내맥주,프리미어오비640ML,804,79
20097,주류,맥주,국내맥주,국내맥주,카스라이트페트1L,814,80
20194,주류,맥주,국내맥주,국내맥주,카스후레쉬큐팩1L,876,81
20223,주류,소주,증류식소주,증류식소주,보해잎새주300ML,894,82
20231,주류,맥주,수입맥주,수입맥주,비어케이칭따오(병)640ml,898,83
20232,주류,와인,화이트와인,화이트와인,옐로우주류파베르넬로샤도네이(병)750ml,899,84
20233,주류,와인,레드와인,레드와인,옐로우주류파베르넬로시라-까베르네(병)750ml,900,85
20300,주류,맥주,수입맥주,수입맥주,호프야거바이젠비어,925,86
20301,주류,맥주,국내맥주,국내맥주,리얼라거찐한맥주,926,87
20302,주류,맥주,수입맥주,수입맥주,하이트진로1664블랑,927,88
20303,주류,전통주,막걸리,막걸리,국순당아이싱자몽,928,89
20304,주류,전통주,막걸리,막걸리,서울생주조)서울생살균캔막걸리,929,90
20305,주류,소주,증류식소주,증류식소주,롯데처음처럼플렉스,930,91
20306,주류,소주,증류식소주,증류식소주,제주소주푸른밤_200ml,931,92
20307,주류,전통주,막걸리,막걸리,동강)동강더덕주,932,93
20308,주류,소주,증류식소주,증류식소주,하이트진로)진로,933,94
20326,주류,맥주,수입맥주,수입맥주,베를리너500ML,947,95
25078,주류,소주,증류식소주,증류식소주,롯데진한처럼360ML,1013,96
25079,주류,기타주류,위스키,위스키,페르노리카코리아100파이퍼스200ML,1014,97
25080,주류,맥주,수입맥주,수입맥주,도아가펠소넨호펜330ML,1015,98
25092,주류,맥주,무알콜맥주,무알콜맥주,그롤쉬넌안콜릭500ML,1023,99
25093,주류,맥주,수입맥주,수입맥주,홉고블린골드500ML,1024,100
25106,주류,맥주,수입맥주,수입맥주,인터비어프라가프리미엄필스500ML,1027,101
25107,주류,맥주,수입맥주,수입맥주,에스피알인터내셔날예버필스너500ML,1028,102
