,div_l,div_m,div_s,div_n
40241,과자,캔디,기능성캔디,기능성캔디
40244,상온HMR,병통조림,참치통조림,참치통조림
40246,과자,스낵,일반스낵,일반스낵
40252,커피차,분말차,커피,아메리카노
40253,커피차,분말차,커피,아메리카노
40291,주류,맥주,수입맥주,수입맥주
40292,주류,맥주,수입맥주,수입맥주
40293,주류,기타주류,칵테일,칵테일
40294,주류,기타주류,칵테일,칵테일
40295,주류,기타주류,칵테일,칵테일
40296,주류,기타주류,칵테일,칵테일
40297,주류,전통주,과실주,과실주
40298,주류,와인,레드와인,레드와인
40299,주류,와인,화이트와인,화이트와인
40300,커피차,분말차,커피,라떼
40301,커피차,분말차,녹차/현미녹차,녹차/현미녹차
40305,통조림/안주,통조림,가미통조림,스팸/햄통조림
40306,통조림/안주,통조림,보일드통조림,골뱅이통조림
40307,통조림/안주,통조림,보일드통조림,꽁치통조림
40308,통조림/안주,통조림,보일드통조림,고등어통조림
40310,통조림/안주,통조림,과일통조림,파인애플통조림
40313,과자,스낵,팝콘,팝콘
40314,과자,비스킷,크래커,크래커
40315,과자,스낵,팝콘,팝콘
40317,과자,스낵,밀가루스낵,밀가루스낵
45001,커피차,분말차,전통차,쌍화차
45002,커피차,분말차,메밀차,메밀차
45003,커피차,분말차,커피,인스턴트커피
45004,커피차,분말차,기타,견과차
45005,커피차,분말차,커피,라떼
45006,커피차,분말차,밀크티,밀크티
45007,커피차,분말차,마테차,마테차
45008,커피차,분말차,생강차,생강차
45009,커피차,분말차,허브차,루이보스
45010,커피차,분말차,허브차,허브차
45011,커피차,분말차,코코아/핫초코,초코맛
45012,커피차,분말차,잎차,보이차
45016,커피차,분말차,커피,인스턴트커피
45017,커피차,액상차,과실절임차,한라봉차
45018,커피차,분말차,녹차/현미녹차,녹차/현미녹차
45019,커피차,분말차,잎차,히비스커스
45022,커피차,분말차,커피,라떼
45025,커피차,분말차,코코아/핫초코,초코맛
45026,통조림/안주,통조림,과일통조림,파인애플통조림
45027,과자,껌류,기능성껌,기능성껌
45028,과자,캔디,하드캔디,하드캔디
45029,과자,캔디,소프트캔디,소프트캔디
45030,디저트,디저트/베이커리,냉장디저트,냉장디저트
45031,과자,비스킷,스틱과자,스틱과자
45032,과자,비스킷,스틱과자,스틱과자
45033,과자,씨리얼,일반시리얼,일반시리얼
45034,과자,파이류,파이,파이
45035,과자,스낵,감자스낵,감자스낵
45036,과자,파이류,파이,파이
45037,과자,파이류,케이크,파이
45038,과자,비스킷,쿠키,쿠키
45040,과자,비스킷,샌드,샌드
45041,과자,비스킷,크래커,크래커
45042,과자,씨리얼,일반시리얼,일반시리얼
45043,과자,비스킷,크래커,크래커
45044,과자,가공분말류,기타프리믹스,기타프리믹스
45045,과자,비스킷,크래커,크래커
45046,면류,봉지면,국물봉지라면,쌀국수
45047,면류,봉지면,국물봉지라면,일반라면
45048,상온HMR,건면,파스타류,파스타류
45049,과자,파이류,파이,파이
45050,과자,파이류,케이크,케이크
45051,과자,스낵,밀가루스낵,밀가루스낵
45052,과자,스낵,밀가루스낵,밀가루스낵
45053,과자,스낵,밀가루스낵,밀가루스낵
45054,과자,스낵,밀가루스낵,밀가루스낵
45055,면류,봉지면,국물봉지라면,일반라면
45056,상온HMR,레토르트,즉석면류,즉석면류
45057,과자,스낵,쌀스낵,쌀스낵
45058,상온HMR,건해조류,건미역,건미역
45059,과자,스낵,밀가루스낵,밀가루스낵
45060,과자,스낵,쌀스낵,쌀스낵
45063,커피차,분말차,보리차,보리차
45064,통조림/안주,통조림,애견식품,애견습식사료
45065,상온HMR,스낵,야채스낵,야채스낵
45067,커피차,분말차,아이스티,아이스티
45068,커피차,분말차,기타,기능성차
45070,커피차,분말차,아이스티,아이스티
45071,상온HMR,가공분말류,기타프리믹스,기타프리믹스
45077,커피차,액상차,과실절임차,레몬차
45078,주류,맥주,수입맥주,수입맥주
45082,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45083,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45084,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45085,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45086,과자,견과류,아몬드,아몬드
45090,상온HMR,병통조림,채소병통조림,채소병통조림
45091,상온HMR,가공분말류,기타프리믹스,기타프리믹스
45092,상온HMR,가공분말류,기타프리믹스,기타프리믹스
45093,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45107,주류,맥주,수입맥주,수입맥주
45108,주류,맥주,수입맥주,수입맥주
45109,주류,맥주,국내맥주,국내맥주
45110,과자,견과류,아몬드,아몬드
45111,과자,견과류,아몬드,아몬드
45112,과자,견과류,땅콩,땅콩
45113,과자,견과류,아몬드,아몬드
45114,상온HMR,레토르트,즉석죽,즉석죽
45115,상온HMR,레토르트,즉석죽,즉석죽
45116,상온HMR,레토르트,즉석죽,즉석죽
45119,유제품,버터,무염버터,무염버터
45120,유제품,치즈,생치즈,생치즈
45121,유제품,치즈,모짜렐라치즈,모짜렐라치즈
45122,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
45123,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
45124,유제품,치즈,크림치즈,크림치즈
45125,유제품,요구르트,마시는 요구르트,마시는 요구르트
45126,음료,과채음료,과일음료,과일음료
45127,음료,과채음료,과채혼합음료,과채혼합음료
45128,음료,과채음료,과채혼합음료,과채혼합음료
45129,음료,과채음료,과일음료,과일음료
45130,유제품,치즈,체다치즈,체다치즈
45131,유제품,요구르트,마시는 요구르트,마시는 요구르트
45132,유제품,요구르트,마시는 요구르트,마시는 요구르트
45133,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
45134,음료,과채음료,과일음료,과일음료
45135,유제품,버터,무염버터,무염버터
45136,음료,과채음료,과일음료,과일음료
45137,음료,과채음료,채소음료,채소음료
45148,유제품,치즈,체다치즈,체다치즈
45149,유제품,치즈,체다치즈,체다치즈
45160,과자,비스킷,쿠키,쿠키
45161,과자,비스킷,쿠키,쿠키
45162,유제품,치즈,체다치즈,체다치즈
45163,상온HMR,분말조리식,분말국/찌개,분말국/찌개
45164,과자,비스킷,쿠키,쿠키
45165,상온HMR,분말조리식,분말국/찌개,분말국/찌개
45166,상온HMR,가공안주류,견과류,견과류
45167,과자,스낵,감자스낵,감자스낵
45168,과자,스낵,감자스낵,감자스낵
45169,면류,용기면,비빔용기라면,일반라면
45170,면류,봉지면,비빔봉지라면,비빔면
45172,과자,캔디,젤리,젤리
45173,과자,캔디,젤리,젤리
45174,면류,봉지면,국물봉지라면,우동라면
45175,면류,봉지면,국물봉지라면,김치라면
45180,유제품,버터,무염버터,무염버터
45181,유제품,치즈,크림치즈,크림치즈
45182,유제품,치즈,크림치즈,크림치즈
45183,유제품,치즈,크림치즈,크림치즈
45184,유제품,치즈,크림치즈,크림치즈
45185,유제품,치즈,크림치즈,크림치즈
45186,유제품,치즈,체다치즈,체다치즈
45187,상온HMR,스낵,영유아과자,영유아과자
45188,상온HMR,스낵,영유아과자,영유아과자
45189,상온HMR,스낵,영유아과자,영유아과자
45190,상온HMR,스낵,영유아과자,영유아과자
45191,상온HMR,레토르트,즉석죽,즉석죽
45192,상온HMR,스낵,영유아과자,영유아과자
45193,상온HMR,스낵,영유아과자,영유아과자
45194,상온HMR,스낵,영유아과자,영유아과자
45195,상온HMR,스낵,영유아과자,영유아과자
45196,상온HMR,스낵,영유아과자,영유아과자
45197,상온HMR,스낵,영유아과자,영유아과자
45198,과자,스낵,밀가루스낵,밀가루스낵
45200,상온HMR,비스킷,쿠키,쿠키
45201,통조림/안주,통조림,보일드통조림,채소통조림
45202,통조림/안주,통조림,과일통조림,기타통조림
45203,디저트,병통조림,과일병통조림,과일병통조림
45204,디저트,병통조림,과일병통조림,과일병통조림
45205,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
45206,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
45207,통조림/안주,통조림,보일드통조림,꽁치통조림
45209,음료,과채음료,과채혼합음료,과채혼합음료
45210,음료,커피음료,커피음료,커피음료
45211,음료,커피음료,커피음료,커피음료
45212,음료,커피음료,커피음료,커피음료
45213,음료,커피음료,커피음료,커피음료
45214,음료,커피음료,커피음료,커피음료
45215,음료,커피음료,커피음료,커피음료
45216,유제품,치즈,크림치즈,크림치즈
45217,통조림/안주,통조림,보일드통조림,채소통조림
45218,상온HMR,병통조림,채소병통조림,채소병통조림
45219,과자,스낵,감자스낵,감자스낵
45220,과자,스낵,감자스낵,감자스낵
45221,과자,스낵,감자스낵,감자스낵
45222,과자,비스킷,크래커,크래커
45223,과자,비스킷,크래커,크래커
45224,과자,비스킷,크래커,크래커
45225,과자,차류,과칠차,과칠차
45226,과자,비스킷,쿠키,쿠키
45227,과자,스낵,옥수수스낵,옥수수스낵
45228,커피차,분말차,기타,기타
45237,과자,스낵,밀가루스낵,밀가루스낵
45238,과자,스낵,밀가루스낵,밀가루스낵
45240,상온HMR,분말조리식,분말스프,분말스프
45241,과자,스낵,밀가루스낵,밀가루스낵
45245,통조림/안주,통조림,보일드통조림,닭가슴살통조림
45246,통조림/안주,통조림,보일드통조림,닭가슴살통조림
45247,통조림/안주,통조림,보일드통조림,기타축산통조림
45269,유제품,우유,가공우유,초코우유
45270,유제품,우유,가공우유,바나나우유
45271,유제품,우유,일반우유,유기농우유
45277,과자,스낵,쿠키,쿠키
45280,과자,스낵,쌀스낵,쌀스낵
45281,상온HMR,가공안주류,견과류,견과류
45282,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
45283,통조림/안주,통조림,보일드통조림,참치통조림
45284,통조림/안주,통조림,보일드통조림,골뱅이통조림
45285,통조림/안주,통조림,과일통조림,복숭아통조림
45293,음료,커피음료,커피음료,커피음료
45296,음료,커피음료,커피음료,커피음료
45298,음료,탄산음료,무알콜맥주,무알콜맥주
45299,음료,커피음료,커피음료,커피음료
45300,커피차,액상차,과실절임차,석류차
45306,음료,탄산음료,홉합탄산,홉합탄산
45337,커피차,분말차,커피,기능성차
45338,커피차,분말차,커피,기능성차
45339,커피차,분말차,커피,기능성차
45340,커피차,분말차,아이스티,아이스티
45341,커피차,분말차,생강차,생강차
45342,커피차,분말차,생강차,생강차
45343,커피차,분말차,허브차,캐모마일
45344,커피차,분말차,커피,헤이즐넛
45345,커피차,분말차,아이스티,아이스티
45346,커피차,분말차,아이스티,아이스티
45347,커피차,분말차,커피,아메리카노
45348,커피차,분말차,커피,아메리카노
45349,커피차,분말차,기타,기타
45350,커피차,분말차,커피,아메리카노
45351,커피차,분말차,허브차,허브차
45352,커피차,분말차,커피,원두커피
45353,커피차,분말차,커피,원두커피
45354,커피차,분말차,커피,원두커피
45355,커피차,분말차,커피,원두커피
45356,커피차,분말차,커피,원두커피
45357,커피차,분말차,잎차,새싹보리
45358,커피차,분말차,녹차,녹차
45359,커피차,분말차,밀크티,밀크티
45360,커피차,분말차,기타,기타
45361,커피차,분말차,기타,기타
45362,커피차,분말차,기타,기타
45363,커피차,액상차,과실절임차,깔라만시
45364,커피차,분말차,기타,기능성차
45365,커피차,액상차,기타,기타
45366,커피차,분말차,잎차,새싹보리
45367,커피차,분말차,잎차,보이차
45368,커피차,분말차,잎차,보이차
45369,커피차,분말차,잎차,결명자차
45370,커피차,분말차,잎차,결명자차
45371,커피차,분말차,기타,콩차
45372,커피차,분말차,메밀차,메밀차
45373,커피차,분말차,옥수수차,옥수수차
45374,커피차,분말차,보리차,보리차
45375,커피차,분말차,옥수수차,옥수수차
45376,커피차,분말차,허브차,얼그레이
45397,음료,커피음료,커피음료,커피음료
45398,음료,과채음료,과일음료,과일음료
45399,음료,과채음료,과일음료,과일음료
45400,음료,과채음료,과채혼합음료,과채혼합음료
45401,음료,두유,기능성두유,기능성두유
45402,음료,탄산음료,콜라,콜라
45403,음료,탄산음료,사이다,사이다
45404,음료,기타,기타,기타
45405,음료,기타,기타,기타
45408,음료,차음료,일반차음료,일반차음료
45411,과자,캔디,소프트캔디,소프트캔디
45412,음료,생수,일반생수,일반생수
45413,음료,과채음료,과채혼합음료,과채혼합음료
45414,음료,과채음료,과채혼합음료,과채혼합음료
45415,음료,과채음료,과일음료,과일음료
45417,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45418,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45419,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45420,상온HMR,레토르트,즉석죽,즉석죽
45421,상온HMR,레토르트,즉석죽,즉석죽
45422,상온HMR,씨리얼,일반시리얼,일반시리얼
45423,상온HMR,레토르트,즉석죽,즉석죽
45424,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45425,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45426,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45427,상온HMR,레토르트,기타레토르트,기타레토르트
45428,과자,스낵,쌀스낵,쌀스낵
45429,과자,스낵,과일스낵,과일스낵
45430,상온HMR,건채소,고구마,고구마
45431,과자,스낵,옥수수스낵,옥수수스낵
45434,상온HMR,기타,기타,기타
45435,상온HMR,가공안주류,건과일,건과일
45436,상온HMR,레토르트,즉석죽,즉석죽
45437,상온HMR,레토르트,기타레토르트,기타레토르트
45438,상온HMR,레토르트,기타레토르트,기타레토르트
45439,상온HMR,가공안주류,견과류,견과류
45440,상온HMR,가공안주류,건과일,건과일
45441,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45442,상온HMR,레토르트,기타레토르트,기타레토르트
45443,상온HMR,씨리얼,일반시리얼,일반시리얼
45444,상온HMR,레토르트,기타레토르트,기타레토르트
45445,상온HMR,가공안주류,견과류,견과류
45446,상온HMR,스낵,과일스낵,과일스낵
45449,과자,문화용품,문구,문구
45450,과자,문화용품,문구,문구
45452,과자,씨리얼,씨리얼바,씨리얼바
45455,과자,씨리얼,씨리얼바,씨리얼바
45456,과자,씨리얼,씨리얼바,씨리얼바
45461,주류,전통주,막걸리,막걸리
45464,과자,비스킷,쿠키,쿠키
45465,음료,커피음료,커피음료,커피음료
45467,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45468,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45469,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45470,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45471,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45490,음료,과채음료,과일음료,과일음료
45491,음료,탄산음료,혼합탄산,혼합탄산
45497,음료,탄산음료,혼합탄산,혼합탄산
45498,음료,탄산수,Flavor탄산수,Flavor탄산수
45499,음료,탄산수,Flavor탄산수,Flavor탄산수
45500,음료,탄산수,Flavor탄산수,Flavor탄산수
45501,음료,커피음료,커피음료,커피음료
45502,커피차,분말차,기타,기타
45503,커피차,분말차,기타,기타
45504,커피차,분말차,아이스티,아이스티
45505,과자,비스킷,스틱과자,스틱과자
45506,과자,비스킷,스틱과자,스틱과자
45512,과자,캔디,소프트캔디,소프트캔디
45513,과자,캔디,소프트캔디,소프트캔디
45514,과자,캔디,소프트캔디,소프트캔디
45515,과자,캔디,소프트캔디,소프트캔디
45526,상온HMR,가공안주류,견과류,견과류
45528,통조림/안주,통조림,가미통조림,스팸/햄통조림
45529,과자,초콜렛,쉘초콜릿,쉘초콜릿
45530,과자,스낵,밀가루스낵,밀가루스낵
45531,과자,씨리얼,씨리얼바,씨리얼바
45533,주류,맥주,수입맥주,수입맥주
45534,주류,맥주,수입맥주,수입맥주
45535,주류,맥주,국내맥주,국내맥주
45536,주류,맥주,국내맥주,국내맥주
45574,과자,캔디,소프트캔디,소프트캔디
45633,커피차,분말차,기타,기타
45647,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45648,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
45651,이/미용,레저취미,반려견간식,반려견간식
45657,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
45658,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
45659,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
45660,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
45661,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
45662,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
45663,음료,탄산음료,혼합탄산,혼합탄산
45664,음료,생수,일반생수,일반생수
45665,음료,생수,일반생수,일반생수
45666,주류,전통주,과실주,과실주
45668,과자,스낵,쌀스낵,쌀스낵
45669,과자,스낵,쌀스낵,쌀스낵
45670,커피차,분말차,커피,아메리카노
45671,상온HMR,소스류,국물용소스,국물용소스
45672,과자,초콜렛,쉘초콜릿,쉘초콜릿
45673,커피차,분말차,기타,기타
45677,상온HMR,가공분말류,기타프리믹스,기타프리믹스
45678,디저트,파이류,케이크,케이크
45679,디저트,디저트/베이커리,냉장디저트,냉장디저트
45680,디저트,비스킷,크래커,크래커
45681,과자,스낵,밀가루스낵,밀가루스낵
45683,과자,비스킷,스틱과자,스틱과자
45684,과자,비스킷,스틱과자,스틱과자
45685,상온HMR,가공분말류,곡물가루,곡물가루
45686,상온HMR,가공분말류,곡물가루,곡물가루
45687,커피차,분말차,옥수수차,옥수수차
45695,상온HMR,잡곡,콩,콩
45696,상온HMR,잡곡,조/수수,조/수수
45697,주류,맥주,국내맥주,국내맥주
45698,주류,맥주,국내맥주,국내맥주
45699,주류,맥주,수입맥주,수입맥주
45700,과자,껌류,기능성껌,기능성껌
45704,과자,껌류,일반껌,일반껌
45705,과자,껌류,일반껌,일반껌
45717,주류,맥주,수입맥주,수입맥주
45718,주류,와인,스파클링와인,스파클링와인
45719,주류,맥주,수입맥주,수입맥주
45720,주류,맥주,수입맥주,수입맥주
45721,주류,맥주,수입맥주,수입맥주
45722,주류,맥주,무알콜맥주,무알콜맥주
45723,주류,맥주,수입맥주,수입맥주
45724,주류,맥주,국내맥주,국내맥주
45725,주류,맥주,수입맥주,수입맥주
45726,주류,맥주,수입맥주,수입맥주
45727,주류,맥주,수입맥주,수입맥주
45728,주류,와인,스파클링와인,스파클링와인
45729,주류,와인,레드와인,레드와인
45730,음료,생수,일반생수,일반생수
45731,음료,커피음료,커피음료,커피음료
45732,주류,기타주류,칵테일,칵테일
45733,음료,커피음료,커피음료,커피음료
45734,주류,기타주류,칵테일,칵테일
45735,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
45736,주류,와인,스파클링와인,스파클링와인
45737,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
45738,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
45739,주류,기타주류,칵테일,칵테일
45740,주류,맥주,수입맥주,수입맥주
45741,주류,맥주,무알콜맥주,무알콜맥주
45742,주류,맥주,수입맥주,수입맥주
45743,주류,맥주,수입맥주,수입맥주
45744,상온HMR,병통조림,채소병통조림,채소병통조림
45745,과자,견과류,혼합견과,혼합견과
45746,과자,견과류,혼합견과,혼합견과
45747,주류,와인,레드와인,레드와인
45748,주류,맥주,수입맥주,수입맥주
45749,주류,와인,레드와인,레드와인
45750,음료,탄산음료,무알콜맥주,무알콜맥주
45751,주류,와인,스파클링와인,스파클링와인
45752,음료,우유,가공우유,가공우유
45753,음료,과채음료,과일음료,과일음료
45754,음료,과채음료,과일음료,과일음료
45755,음료,과채음료,과일음료,과일음료
45756,음료,과채음료,과일음료,과일음료
45757,과자,비스킷,샌드,크래커
45758,과자,초콜렛,쉘초콜렛,쉘초콜렛
45759,과자,초콜렛,쉘초콜렛,쉘초콜렛
45760,과자,기타,기타,기타
45761,과자,파이류,파이,파이
45762,과자,스낵,고구마스낵,고구마스낵
45763,과자,캔디,캐러멜,소프트캔디
45765,과자,스낵,고구마스낵,고구마스낵
45766,과자,스낵,고구마스낵,고구마스낵
45768,과자,초콜렛,쉘초콜릿,쉘초콜릿
45769,과자,스낵,밀가루스낵,밀가루스낵
45771,과자,초콜렛,쉘초콜릿,쉘초콜릿
45772,과자,파이류,케이크,케이크
45773,과자,비스킷,크래커,크래커
45774,과자,캔디,토이캔디,토이캔디
45775,과자,캔디,토이캔디,토이캔디
45777,과자,비스킷,크래커,크래커
45778,통조림/안주,통조림,보일드통조림,고등어통조림
45779,상온HMR,레토르트,기타레토르트,기타레토르트
45780,상온HMR,병통조림,채소병통조림,채소병통조림
45781,과자,파이류,과자세트,케이크
45782,과자,파이류,케이크,케이크
45783,과자,파이류,케이크,케이크
45784,과자,캔디,사탕/캔디세트,하드캔디
45785,과자,캔디,사탕/캔디세트,하드캔디
45786,상온HMR,가공안주류,건과일,건과일
45790,상온HMR,가공분말류,기타프리믹스,기타프리믹스
45791,과자,비스킷,쿠키,쿠키
45792,과자,스낵,밀가루스낵,밀가루스낵
45793,과자,스낵,밀가루스낵,밀가루스낵
45794,과자,파이류,과자세트,과자세트
45795,과자,파이류,과제세트,과제세트
45796,과자,비스킷,쿠키,쿠키
45798,과자,초콜렛,바초콜릿,바초콜릿
45799,과자,파이류,케이크,케이크
45800,과자,비스킷,크래커,크래커
45801,과자,비스킷,크래커,크래커
45802,과자,비스킷,크래커,크래커
45803,과자,비스킷,쿠키,쿠키
45804,과자,비스킷,쿠키,쿠키
45805,과자,비스킷,쿠키,쿠키
45806,과자,비스킷,쿠키,쿠키
45807,과자,초콜렛,쉘초콜릿,쉘초콜릿
45808,과자,파이류,케이크,케이크
45809,과자,초콜렛,쉘초콜릿,쉘초콜릿
45810,과자,초콜렛,쉘초콜릿,쉘초콜릿
45811,과자,파이류,케이크,케이크
45812,과자,비스킷,크래커,크래커
45813,과자,초콜렛,바초콜릿,바초콜릿
45814,과자,비스킷,쿠키,쿠키
45815,과자,캔디,젤리,젤리
45816,과자,비스킷,쿠키,쿠키
45817,과자,비스킷,쿠키,쿠키
45818,과자,비스킷,스틱과자,스틱과자
45819,과자,비스킷,스틱과자,스틱과자
45820,과자,초콜렛,쉘초콜릿,쉘초콜릿
45821,과자,초콜렛,쉘초콜릿,쉘초콜릿
45822,과자,초콜렛,초콜릿세트,초콜릿세트
45824,과자,비스킷,쿠키,쿠키
45825,과자,비스킷,쿠키,쿠키
45826,과자,초콜렛,쉘초콜릿,쉘초콜릿
45827,과자,파이류,케이크,케이크
45828,과자,비스킷,크래커,크래커
45829,과자,파이류,케이크,케이크
45830,과자,비스킷,쿠키,쿠키
45831,과자,파이류,케이크,케이크
45832,과자,캔디,젤리,젤리
45833,과자,캔디,토이캔디,토이캔디
45834,과자,캔디,젤리,젤리
45835,과자,스낵,밀가루스낵,밀가루스낵
45836,과자,캔디,젤리,젤리
45837,과자,캔디,토이캔디,토이캔디
45838,과자,스낵,밀가루스낵,밀가루스낵
45839,과자,파이류,케이크,케이크
45840,과자,초콜렛,쉘초콜릿,쉘초콜릿
45842,과자,껌류,풍선껌,풍선껌
45843,과자,기타,기타,기타
45844,과자,기타,기타,기타
45845,과자,문화용품,문구,문구
45846,과자,캔디,토이캔디,토이캔디
45847,과자,캔디,토이캔디,토이캔디
45848,과자,캔디,토이캔디,토이캔디
45849,과자,씨리얼,일반시리얼,일반시리얼
45850,과자,씨리얼,일반시리얼,일반시리얼
45851,과자,캔디,소프트캔디,소프트캔디
45852,과자,비스킷,쿠키,쿠키
45853,과자,초콜렛,초콜릿세트,초콜릿세트
45854,과자,캔디,소프트캔디,소프트캔디
45855,과자,캔디,소프트캔디,소프트캔디
45856,과자,캔디,소프트캔디,소프트캔디
45857,과자,캔디,토이캔디,하드캔디
45858,과자,파이류,케이크,케이크
45861,과자,스낵,밀가루스낵,밀가루스낵
45862,과자,초콜렛,바초콜릿,바초콜릿
45863,과자,스낵,밀가루스낵,밀가루스낵
45864,과자,파이류,케이크,케이크
45865,과자,스낵,밀가루스낵,밀가루스낵
45866,과자,스낵,밀가루스낵,밀가루스낵
45867,과자,스낵,밀가루스낵,밀가루스낵
45868,과자,스낵,밀가루스낵,밀가루스낵
45869,과자,스낵,밀가루스낵,밀가루스낵
45870,과자,과자,비스킷,비스킷
45871,과자,견과류,기타견과류,기타견과류
45872,면류,봉지면,국물봉지라면,일반라면
45873,면류,봉지면,국물봉지라면,일반라면
45874,면류,봉지면,비빔봉지라면,짜장라면
45875,과자,캔디,젤리,젤리
45876,과자,캔디,젤리,젤리
45899,커피차,분말차,과실절임차,유자차
45902,커피차,분말차,홍차,홍차
45927,음료,과채음료,과일음료,과일음료
45928,상온HMR,씨리얼,일반시리얼,일반시리얼
45929,상온HMR,씨리얼,일반시리얼,일반시리얼
45931,상온HMR,건채소,고구마,고구마
45947,과자,캔디,기능성캔디,기능성캔디
45948,과자,캔디,기능성캔디,기능성캔디
45949,과자,캔디,기능성캔디,기능성캔디
45950,과자,캔디,기능성캔디,기능성캔디
45960,과자,스낵,쌀스낵,쌀스낵
45961,상온HMR,가공안주류,견과류,견과류
45962,음료,과채음료,과일음료,과일음료
45963,음료,과채음료,원액,원액
45964,과자,비스킷,크래커,크래커
45965,과자,비스킷,크래커,샌드
45966,과자,비스킷,쿠키,쿠키
45967,과자,비스킷,크래커,크래커
45968,과자,스낵,밀가루스낵,밀가루스낵
45969,과자,견과류,혼합견과,혼합견과
45970,주류,소주,증류식소주,증류식소주
45971,과자,견과류,혼합견과,혼합견과
45972,상온HMR,가공안주류,건과일,건과일
45973,커피차,분말차,전통차,대추차
45974,과자,비스킷,샌드,샌드
45975,과자,비스킷,샌드,샌드
45976,과자,비스킷,샌드,샌드
45977,통조림/안주,안주,견과류,땅콩
45978,과자,스낵,쌀스낵,쌀스낵
45979,과자,스낵,밀가루스낵,밀가루스낵
45980,과자,스낵,밀가루스낵,밀가루스낵
45982,상온HMR,스낵,과일스낵,과일스낵
45983,과자,비스킷,크래커,샌드
45984,통조림/안주,안주,견과류,혼합견과
45985,상온HMR,스낵,과일스낵,과일스낵
45986,과자,비스킷,쿠키,쿠키
45991,상온HMR,레토르트,기타레토르트,기타레토르트
45992,상온HMR,레토르트,기타레토르트,기타레토르트
45993,통조림/안주,통조림,애견식품,애견습식사료
45994,통조림/안주,통조림,애견식품,애견습식사료
45995,통조림/안주,통조림,애견식품,애견습식사료
45996,통조림/안주,통조림,가미통조림,참치통조림
45997,통조림/안주,통조림,애견식품,애견습식사료
45998,통조림/안주,통조림,가미통조림,참치통조림
45999,통조림/안주,통조림,애견식품,애견습식사료
46000,통조림/안주,통조림,보일드통조림,채소통조림
46001,통조림/안주,통조림,가미통조림,참치통조림
46002,통조림/안주,통조림,가미통조림,참치통조림
46003,통조림/안주,통조림,가미통조림,참치통조림
46004,통조림/안주,통조림,애견식품,애견습식사료
46017,디저트,퓨레,과일퓨레,과일퓨레
46018,디저트,퓨레,과일퓨레,과일퓨레
46019,디저트,퓨레,과일퓨레,과일퓨레
46020,디저트,퓨레,과일퓨레,과일퓨레
46024,과자,씨리얼,일반시리얼,일반시리얼
46025,면류,봉지면,국물봉지라면,일반라면
46027,통조림/안주,안주,견과류,혼합견과
46028,통조림/안주,안주,견과류,혼합견과
46029,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
46030,과자,캔디,젤리,젤리
46031,음료,과채음료,원액,원액
46032,커피차,분말차,홍차,홍차
46033,상온HMR,스낵,과일스낵,과일스낵
46034,상온HMR,분말조미료,기타향신료,기타향신료
46036,상온HMR,기타,기타,기타
46037,통조림/안주,안주,견과류,땅콩
46038,상온HMR,기타,기타,기타
46039,커피차,분말차,잎차,새싹보리
46040,상온HMR,기타,기타,기타
46041,커피차,분말차,아이스티,아이스티
46042,과자,캔디,젤리,젤리
46043,커피차,분말차,잎차,결명자차
46044,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
46045,상온HMR,스낵,과일스낵,과일스낵
46046,상온HMR,건면,파스타류,파스타류
46048,상온HMR,잡곡,콩,콩
46049,주류,전통주,청주,청주
46053,상온HMR,레저취미,반려묘간식,반려묘간식
